idx, row, column, demarcated, area, solidity, eccentricity, equivalent_diameter, perimeter, degree, strength, betweenness
944, 2727, 7606, False, 7838.0000, 0.8971, 0.9448, 99.8982, 439.5462, 42.0000, 32.2511, 0.0000
945, 2704, 982, False, 873.0000, 0.9743, 0.6936, 33.3397, 110.8112, 69.0000, 67.0574, 0.0000
946, 2719, 3255, True, 1989.0000, 0.9784, 0.8570, 50.3237, 181.5391, 219.0000, 210.6897, 0.0000
947, 2702, 3288, True, 510.0000, 0.9751, 0.7211, 25.4824, 84.7696, 223.0000, 215.1328, 0.0000
948, 2714, 3187, True, 1114.0000, 0.9738, 0.8170, 37.6615, 131.8823, 217.0000, 209.8065, 0.0000
949, 2719, 2583, False, 1081.0000, 0.9652, 0.9045, 37.0995, 142.4680, 107.0000, 101.1111, 0.0000
950, 2946, 2887, False, 44781.0000, 0.8218, 0.9835, 238.7822, 1364.4306, 146.0000, 53.0003, 0.0089
951, 2750, 3879, False, 5159.0000, 0.9830, 0.8679, 81.0472, 293.9066, 185.0000, 165.9072, 0.0009
952, 2781, 9592, False, 13277.0000, 0.9902, 0.7775, 130.0185, 446.2325, 30.0000, 24.8891, 0.0000
953, 2753, 4349, False, 5205.0000, 0.9791, 0.7629, 81.4077, 284.4092, 69.0000, 56.8252, 0.0000
954, 2763, 10029, False, 7178.0000, 0.9897, 0.6281, 95.5998, 319.0782, 21.0000, 18.5232, 0.0000
955, 2737, 3305, True, 805.0000, 0.9699, 0.9088, 32.0150, 118.1838, 221.0000, 213.8210, 0.0000
956, 2804, 4387, False, 3726.0000, 0.8673, 0.9583, 68.8774, 339.8295, 63.0000, 52.8917, 0.0000
957, 2971, 12510, False, 14529.0000, 0.7615, 0.9961, 136.0107, 972.9188, 7.0000, 4.7523, 0.0000
958, 2751, 3238, True, 734.0000, 0.9410, 0.9807, 30.5705, 152.0244, 217.0000, 209.9870, 0.0000
959, 2772, 3023, True, 5942.0000, 0.9802, 0.8411, 86.9804, 321.4214, 192.0000, 170.3656, 0.0001
960, 2758, 3505, True, 2690.0000, 0.9515, 0.7796, 58.5236, 208.5513, 215.0000, 205.0930, 0.0000
961, 2791, 1527, False, 7978.0000, 0.9674, 0.7685, 100.7864, 358.2914, 86.0000, 72.2070, 0.0001
962, 2762, 4018, False, 4792.0000, 0.9611, 0.5139, 78.1112, 273.2376, 155.0000, 139.0824, 0.0000
963, 2741, 5070, False, 882.0000, 0.9682, 0.5875, 33.5112, 112.4264, 31.0000, 22.7455, 0.0000
964, 2754, 3286, True, 754.0000, 0.9413, 0.9228, 30.9842, 124.6690, 218.0000, 210.8180, 0.0000
965, 2761, 2122, False, 1450.0000, 0.9508, 0.9371, 42.9674, 172.4092, 51.0000, 47.5897, 0.0000
966, 3037, 2641, False, 96468.0000, 0.7361, 0.9105, 350.4666, 2428.3566, 79.0000, 9.5681, 0.1063
967, 2749, 5040, False, 538.0000, 0.9573, 0.8245, 26.1726, 94.6690, 31.0000, 22.6084, 0.3037
968, 3000, 8801, False, 32376.0000, 0.7394, 0.9829, 203.0330, 1204.4478, 40.0000, 20.6605, 0.0000
969, 2749, 3205, True, 372.0000, 0.9662, 0.7478, 21.7634, 72.7696, 218.0000, 209.8938, 0.0000
970, 3089, 7892, False, 493878.0000, 0.9585, 0.5093, 792.9849, 3221.5273, 17.0000, 0.1019, 0.1970
971, 2754, 3361, True, 547.0000, 0.9803, 0.4310, 26.3906, 87.4975, 222.0000, 213.6783, 0.0000
972, 2764, 4072, False, 1061.0000, 0.9842, 0.8518, 36.7547, 128.9117, 134.0000, 124.2956, 0.0000
973, 2846, 12474, False, 8294.0000, 0.8539, 0.9509, 102.7631, 487.9899, 9.0000, 7.2358, 0.0000
974, 2779, 4879, False, 1289.0000, 0.9634, 0.9347, 40.5118, 159.2965, 37.0000, 28.8164, 0.0000
975, 2786, 3198, True, 927.0000, 0.8770, 0.9656, 34.3554, 166.8823, 212.0000, 205.2926, 0.0000
976, 2773, 2562, False, 727.0000, 0.9693, 0.8800, 30.4244, 109.8406, 92.0000, 86.3494, 0.0001
977, 2787, 5083, False, 2642.0000, 0.9880, 0.5186, 57.9991, 190.1665, 30.0000, 21.9809, 0.0000
978, 2800, 11045, False, 2724.0000, 0.9862, 0.8801, 58.8923, 214.1665, 13.0000, 10.3428, 0.0000
979, 2775, 3224, True, 639.0000, 0.9595, 0.6034, 28.5237, 98.5685, 213.0000, 205.8744, 0.0000
980, 2791, 3949, False, 2916.0000, 0.9798, 0.6858, 60.9325, 210.2670, 179.0000, 166.0114, 0.0000
981, 2785, 3352, True, 1025.0000, 0.9606, 0.7097, 36.1258, 124.4680, 216.0000, 208.6224, 0.0000
982, 2792, 5038, False, 765.0000, 0.9647, 0.8700, 31.2094, 113.5980, 32.0000, 23.7030, 0.0000
983, 2809, 3309, True, 1404.0000, 0.8748, 0.9616, 42.2804, 195.0955, 216.0000, 208.4074, 0.0000
984, 2804, 3403, True, 2838.0000, 0.9111, 0.6540, 60.1120, 224.5097, 215.0000, 204.7009, 0.0000
985, 2875, 6984, False, 15745.0000, 0.8282, 0.9371, 141.5880, 649.5534, 40.0000, 28.6269, 0.0000
986, 2805, 7405, False, 1904.0000, 0.9719, 0.8337, 49.2367, 174.8528, 41.0000, 31.6651, 0.1859
987, 2887, 6464, False, 22611.0000, 0.9502, 0.8889, 169.6739, 656.5828, 23.0000, 14.7588, 0.0000
988, 2847, 3503, True, 4765.0000, 0.9807, 0.8579, 77.8909, 285.2792, 218.0000, 200.3627, 0.0000
989, 2821, 3229, True, 1440.0000, 0.9730, 0.8220, 42.8190, 152.4680, 206.0000, 199.1238, 0.0000
990, 2825, 3352, True, 1032.0000, 0.9847, 0.6091, 36.2489, 119.3970, 212.0000, 204.9988, 0.0000
991, 2844, 8678, False, 3649.0000, 0.9705, 0.5179, 68.1619, 234.0660, 44.0000, 35.6857, 0.0000
992, 2870, 3299, True, 2407.0000, 0.8140, 0.9833, 55.3596, 290.1076, 205.0000, 196.1193, 0.0000
993, 2844, 3133, True, 1462.0000, 0.9708, 0.9041, 43.1448, 160.7107, 199.0000, 191.5122, 0.0000
994, 2836, 3251, True, 559.0000, 0.9045, 0.9498, 26.6785, 109.6985, 207.0000, 199.4889, 0.0000
995, 2890, 4074, False, 21156.0000, 0.9316, 0.8044, 164.1239, 623.8965, 141.0000, 89.7851, 0.0023
996, 2856, 4917, False, 4646.0000, 0.9868, 0.5102, 76.9121, 258.8356, 38.0000, 28.7550, 0.0000
997, 3318, 7326, False, 396067.0000, 0.7411, 0.6190, 710.1325, 4106.2350, 31.0000, 0.1041, 0.1980
998, 2853, 1101, False, 2281.0000, 0.9027, 0.6422, 53.8912, 206.2082, 70.0000, 66.9977, 0.0000
999, 2970, 8617, False, 31065.0000, 0.9268, 0.8900, 198.8798, 813.2346, 41.0000, 21.2230, 0.0000
1000, 2860, 9326, False, 3554.0000, 0.9200, 0.8587, 67.2688, 256.0071, 41.0000, 33.8397, 0.0006
1001, 2845, 4185, False, 1391.0000, 0.9640, 0.7776, 42.0842, 149.9239, 105.0000, 94.1871, 0.0068
1002, 2846, 3406, True, 1011.0000, 0.8362, 0.7574, 35.8782, 144.7107, 211.0000, 204.8856, 0.0000
1003, 2843, 3802, False, 569.0000, 0.9579, 0.7185, 26.9160, 91.5980, 194.0000, 184.4276, 0.0000
1004, 2852, 3057, True, 1806.0000, 0.9762, 0.1400, 47.9528, 164.2670, 189.0000, 181.2885, 0.0000
1005, 2849, 939, False, 739.0000, 0.9762, 0.7574, 30.6745, 106.3970, 65.0000, 63.6168, 0.0000
1006, 2858, 3269, True, 777.0000, 0.9418, 0.8985, 31.4533, 119.7401, 206.0000, 198.9228, 0.0000
1007, 2897, 6323, False, 13070.0000, 0.9915, 0.4138, 129.0009, 429.0021, 20.0000, 14.1595, 0.0000
1008, 2857, 1163, False, 1066.0000, 0.9569, 0.6757, 36.8412, 129.0538, 76.0000, 72.7027, 0.0000
1009, 2900, 4222, False, 11106.0000, 0.9735, 0.6908, 118.9142, 417.6051, 98.0000, 76.6564, 0.0000
1010, 3186, 6519, False, 163975.0000, 0.9226, 0.8689, 456.9239, 1927.3221, 29.0000, 0.9564, 0.0006
1011, 2897, 8876, False, 3354.0000, 0.9680, 0.9398, 65.3486, 269.5219, 44.0000, 34.7286, 0.0001
1012, 2891, 3446, True, 2090.0000, 0.9103, 0.9265, 51.5856, 207.1371, 213.0000, 205.4859, 0.0000
1013, 2872, 959, False, 859.0000, 0.9187, 0.8495, 33.0713, 120.8112, 65.0000, 63.6526, 0.0000
1014, 2864, 3396, True, 279.0000, 0.9621, 0.6394, 18.8476, 63.4558, 211.0000, 202.1733, 0.0000
1015, 2881, 9545, False, 1082.0000, 0.9792, 0.8204, 37.1166, 128.8112, 34.0000, 27.0909, 0.0000
1016, 2892, 3337, True, 1402.0000, 0.9303, 0.9522, 42.2502, 185.0538, 211.0000, 203.6261, 0.0000
1017, 2888, 1204, False, 1138.0000, 0.9436, 0.8479, 38.0650, 140.4680, 78.0000, 74.6864, 0.0000
1018, 2880, 923, False, 603.0000, 0.9220, 0.9124, 27.7085, 106.1249, 65.0000, 63.5284, 0.0000
1019, 2890, 3255, True, 695.0000, 0.9534, 0.9338, 29.7473, 120.1543, 201.0000, 194.1085, 0.0000
1020, 2950, 5022, False, 18420.0000, 0.9881, 0.5867, 153.1440, 541.9727, 36.0000, 22.7036, 0.0000
1021, 2916, 2790, False, 1900.0000, 0.9514, 0.9738, 49.1849, 234.4092, 128.0000, 121.4680, 0.0000
1022, 2897, 987, False, 1239.0000, 0.9779, 0.8760, 39.7183, 141.6396, 65.0000, 63.4321, 0.0000
1023, 2881, 3397, True, 232.0000, 0.9508, 0.6664, 17.1870, 58.2843, 215.0000, 206.2161, 0.0001
1024, 2937, 9311, False, 10605.0000, 0.9036, 0.8468, 116.2011, 452.7595, 39.0000, 31.1133, 0.0000
1025, 2897, 1121, False, 1394.0000, 0.9769, 0.6306, 42.1295, 141.7817, 72.0000, 69.1446, 0.0000
1026, 2917, 3561, True, 3714.0000, 0.9789, 0.7859, 68.7664, 240.4508, 207.0000, 193.5869, 0.0000
1027, 2936, 9620, False, 6526.0000, 0.9845, 0.7798, 91.1546, 318.1493, 32.0000, 27.6711, 0.0000
1028, 2911, 3174, True, 1395.0000, 0.9789, 0.8661, 42.1446, 150.4680, 197.0000, 189.5725, 0.0000
1029, 2908, 3087, True, 871.0000, 0.9743, 0.8371, 33.3015, 118.0833, 191.0000, 183.8674, 0.0000
1030, 2917, 3364, True, 1315.0000, 0.9799, 0.8491, 40.9183, 146.5685, 210.0000, 203.0284, 0.0000
1031, 2969, 4870, False, 9609.0000, 0.9707, 0.9130, 110.6099, 452.5168, 41.0000, 30.3932, 0.0000
1032, 2992, 11191, False, 10760.0000, 0.8640, 0.9209, 117.0472, 513.8305, 15.0000, 12.2151, 0.0000
1033, 3075, 10412, False, 21415.0000, 0.8286, 0.9811, 165.1255, 867.9554, 12.0000, 8.4542, 0.0010
1034, 2903, 3405, True, 322.0000, 0.9641, 0.6621, 20.2480, 67.1127, 211.0000, 203.6338, 0.0000
1035, 2911, 907, False, 348.0000, 0.9134, 0.8340, 21.0496, 79.0122, 61.0000, 59.4813, 0.0000
1036, 2908, 944, False, 172.0000, 0.9718, 0.5399, 14.7986, 47.2132, 65.0000, 62.9141, 0.0000
1037, 2916, 1044, False, 637.0000, 0.9666, 0.7494, 28.4790, 96.0833, 67.0000, 65.3408, 0.0000
1038, 3010, 7010, False, 9536.0000, 0.9569, 0.9305, 110.1890, 461.4041, 33.0000, 24.7537, 0.0000
1039, 2923, 3497, True, 554.0000, 0.9771, 0.7784, 26.5589, 89.7401, 207.0000, 200.0232, 0.0000
1040, 3013, 2794, False, 5609.0000, 0.9165, 0.9871, 84.5080, 463.7473, 122.0000, 108.1599, 0.0000
1041, 2933, 3272, True, 698.0000, 0.9575, 0.9211, 29.8114, 115.2548, 199.0000, 192.4951, 0.0000
1042, 2938, 1101, False, 833.0000, 0.9360, 0.9692, 32.5670, 148.9533, 69.0000, 66.2927, 0.0000
1043, 2973, 12449, False, 4550.0000, 0.9461, 0.9493, 76.1133, 317.2376, 8.0000, 5.9231, 0.0062
1044, 2932, 962, False, 894.0000, 0.9236, 0.7078, 33.7383, 123.8823, 64.0000, 62.5902, 0.0000
1045, 2936, 3402, True, 1226.0000, 0.9722, 0.5509, 39.5094, 137.4975, 210.0000, 203.0747, 0.0000
1046, 2947, 3724, False, 893.0000, 0.9571, 0.9198, 33.7195, 131.9828, 198.0000, 190.0298, 0.0000
1047, 3055, 6769, False, 22468.0000, 0.9810, 0.9284, 169.1365, 668.8011, 32.0000, 20.7360, 0.0000
1048, 2956, 1148, False, 2355.0000, 0.8480, 0.7336, 54.7584, 226.6102, 72.0000, 68.3226, 0.0000
1049, 2952, 1083, False, 752.0000, 0.9507, 0.8087, 30.9431, 110.3259, 69.0000, 66.2627, 0.0005
1050, 2974, 3450, True, 2267.0000, 0.9598, 0.8799, 53.7255, 200.1665, 203.0000, 195.3100, 0.0000
1051, 2963, 1189, False, 1345.0000, 0.9607, 0.8183, 41.3825, 145.6396, 73.0000, 70.2000, 0.0000
1052, 2961, 3512, True, 681.0000, 0.9687, 0.9037, 29.4462, 108.9117, 204.0000, 196.8084, 0.0000
1053, 2978, 6188, False, 2972.0000, 0.9822, 0.7787, 61.5148, 215.7229, 16.0000, 9.0328, 0.3993
1054, 2960, 6900, False, 776.0000, 0.9688, 0.7348, 31.4330, 107.4975, 36.0000, 25.8083, 0.0003
1055, 2978, 3389, True, 2956.0000, 0.9249, 0.8354, 61.3490, 239.0366, 204.0000, 193.4411, 0.0000
1056, 3015, 9755, False, 6452.0000, 0.9302, 0.8477, 90.6363, 340.5757, 29.0000, 24.6697, 0.0000
1057, 3322, 8401, False, 140803.0000, 0.7017, 0.6537, 423.4099, 2290.5668, 39.0000, 2.6321, 0.0206
1058, 3082, 9253, False, 32406.0000, 0.9329, 0.8145, 203.1271, 822.6072, 44.0000, 24.2666, 0.0000
1059, 2980, 11103, False, 1629.0000, 0.9766, 0.4986, 45.5424, 152.8528, 16.0000, 12.3368, 0.0458
1060, 2978, 1105, False, 382.0000, 0.8863, 0.6596, 22.0540, 79.5980, 67.0000, 64.1217, 0.0000
1061, 2995, 3547, True, 1349.0000, 0.9782, 0.5423, 41.4439, 137.2965, 202.0000, 194.3301, 0.0000
1062, 2997, 3741, False, 771.0000, 0.9245, 0.9480, 31.3316, 131.9828, 201.0000, 192.2646, 0.0000
1063, 3037, 6911, False, 6841.0000, 0.9573, 0.8292, 93.3286, 343.8061, 34.0000, 26.3368, 0.0000
1064, 3031, 3611, True, 5148.0000, 0.9856, 0.7463, 80.9607, 273.9655, 198.0000, 178.5064, 0.0000
1065, 3169, 4958, False, 79145.0000, 0.9351, 0.6708, 317.4438, 1170.2712, 40.0000, 10.6596, 0.0000
1066, 3024, 1105, False, 747.0000, 0.9337, 0.6544, 30.8401, 107.4975, 66.0000, 63.4218, 0.0000
1067, 3027, 3720, True, 571.0000, 0.9407, 0.8703, 26.9633, 102.2254, 200.0000, 191.3688, 0.0000
1068, 3070, 3369, True, 4414.0000, 0.9606, 0.9506, 74.9672, 315.3209, 196.0000, 180.6534, 0.0000
1069, 3095, 11104, False, 11148.0000, 0.8790, 0.8612, 119.1389, 482.1148, 18.0000, 14.5836, 0.0000
1070, 3033, 3556, True, 736.0000, 0.9787, 0.6597, 30.6122, 101.8406, 197.0000, 189.8623, 0.0000
1071, 3049, 3479, True, 1183.0000, 0.8673, 0.9539, 38.8103, 178.1665, 198.0000, 190.5043, 0.0000
1072, 3044, 3437, True, 510.0000, 0.9751, 0.6245, 25.4824, 84.0833, 198.0000, 191.2680, 0.0000
1073, 3042, 1143, False, 264.0000, 0.9531, 0.7481, 18.3340, 63.1127, 67.0000, 63.5335, 0.0000
1074, 3053, 4300, False, 1118.0000, 0.9387, 0.6576, 37.7291, 133.2965, 96.0000, 84.7850, 0.0000
1075, 3039, 1304, False, 244.0000, 0.9494, 0.9231, 17.6258, 67.6985, 76.0000, 71.9497, 0.0000
1076, 3061, 3713, True, 999.0000, 0.9606, 0.8619, 35.6646, 128.4264, 194.0000, 186.2766, 0.0000
1077, 3056, 3884, False, 948.0000, 0.9537, 0.4546, 34.7424, 116.5685, 184.0000, 174.4091, 0.0000
1078, 3061, 3322, True, 814.0000, 0.9498, 0.8654, 32.1934, 117.2965, 197.0000, 189.3127, 0.0000
1079, 3051, 1166, False, 348.0000, 0.9640, 0.5298, 21.0496, 69.3553, 67.0000, 63.6367, 0.0000
1080, 3075, 9608, False, 1585.0000, 0.9778, 0.8382, 44.9231, 158.4680, 32.0000, 26.1583, 0.0000
1081, 3068, 3559, True, 1014.0000, 0.9741, 0.7508, 35.9314, 124.0833, 195.0000, 187.7090, 0.0000
1082, 3068, 1306, False, 623.0000, 0.9585, 0.8226, 28.1643, 101.1543, 77.0000, 72.4552, 0.0011
1083, 3074, 3449, True, 854.0000, 0.9672, 0.7977, 32.9749, 114.8112, 196.0000, 188.6600, 0.0000
1084, 3067, 1241, False, 366.0000, 0.9361, 0.6137, 21.5872, 75.4558, 72.0000, 68.2085, 0.0000
1085, 3085, 1219, False, 1046.0000, 0.9167, 0.3625, 36.4940, 135.0538, 70.0000, 66.6035, 0.0000
1086, 3086, 3912, False, 692.0000, 0.9081, 0.9113, 29.6830, 117.1543, 178.0000, 167.4564, 0.0000
1087, 3086, 1190, False, 496.0000, 0.9688, 0.8037, 25.1302, 86.1838, 68.0000, 64.7612, 0.0000
1088, 3119, 3428, True, 2867.0000, 0.9752, 0.9288, 60.4184, 233.9239, 194.0000, 183.3031, 0.0000
1089, 3296, 1756, False, 53719.0000, 0.9090, 0.9398, 261.5285, 1165.8620, 63.0000, 19.2293, 0.0287
1090, 3189, 4478, False, 26807.0000, 0.8125, 0.8818, 184.7478, 877.6194, 73.0000, 41.5220, 0.0000
1091, 3103, 1144, False, 695.0000, 0.9789, 0.8641, 29.7473, 104.5685, 67.0000, 63.9357, 0.0000
1092, 3195, 6942, False, 19252.0000, 0.8607, 0.9232, 156.5644, 694.7422, 33.0000, 22.7148, 0.0000
1093, 3128, 9384, False, 5121.0000, 0.9561, 0.5593, 80.7481, 283.5635, 41.0000, 35.3912, 0.0000
1094, 3107, 1290, False, 425.0000, 0.9793, 0.9042, 23.2621, 84.7696, 73.0000, 67.7785, 0.0010
1095, 3111, 1094, False, 701.0000, 0.9590, 0.8591, 29.8754, 107.1543, 65.0000, 62.0429, 0.0000
1096, 3120, 3568, True, 1312.0000, 0.9784, 0.8231, 40.8716, 141.6396, 194.0000, 185.8919, 0.0000
1097, 3110, 1241, False, 220.0000, 0.9442, 0.9201, 16.7366, 63.2132, 71.0000, 67.0355, 0.0000
1098, 3109, 1119, False, 183.0000, 0.9581, 0.8386, 15.2644, 51.7990, 65.0000, 61.5549, 0.0000
1099, 3123, 1276, False, 966.0000, 0.9660, 0.8677, 35.0706, 127.5391, 70.0000, 65.1775, 0.0000
1100, 3116, 1178, False, 696.0000, 0.9858, 0.5440, 29.7687, 96.7696, 67.0000, 63.9363, 0.0000
1101, 3124, 1307, False, 341.0000, 0.9093, 0.9439, 20.8369, 84.6274, 71.0000, 65.7936, 0.0021
1102, 3119, 1204, False, 325.0000, 0.9701, 0.7179, 20.3421, 67.1127, 68.0000, 64.2254, 0.0000
1103, 3125, 1324, False, 468.0000, 0.9770, 0.8211, 24.4106, 83.3553, 71.0000, 65.9244, 0.0000
1104, 3134, 1595, False, 1316.0000, 0.9727, 0.7595, 40.9339, 138.7107, 74.0000, 68.8043, 0.0000
1105, 3153, 3597, True, 1426.0000, 0.8980, 0.9680, 42.6103, 190.9533, 190.0000, 181.8763, 0.0000
1106, 3467, 2699, False, 85246.0000, 0.6583, 0.9540, 329.4519, 2576.6947, 41.0000, 7.6730, 0.0296
1107, 3635, 5879, False, 490180.0000, 0.8667, 0.8535, 790.0105, 3574.4116, 12.0000, 0.0014, 0.4172
1108, 3394, 4291, False, 59356.0000, 0.6340, 0.9340, 274.9080, 1444.1434, 120.0000, 34.5857, 0.0000
1109, 3135, 1216, False, 106.0000, 0.9725, 0.5024, 11.6174, 36.3848, 66.0000, 62.0616, 0.0000
1110, 3139, 2373, False, 342.0000, 0.9688, 0.6360, 20.8674, 69.1127, 45.0000, 37.6241, 0.0000
1111, 3154, 3652, True, 968.0000, 0.9709, 0.7224, 35.1069, 119.2965, 187.0000, 179.9225, 0.0000
1112, 3187, 9355, False, 6381.0000, 0.9167, 0.8299, 90.1362, 350.9361, 43.0000, 36.9615, 0.0000
1113, 3177, 1260, False, 1947.0000, 0.8854, 0.6588, 49.7895, 193.6812, 67.0000, 61.7018, 0.0005
1114, 3191, 1194, False, 4971.0000, 0.9518, 0.6891, 79.5567, 299.4630, 62.0000, 54.2740, 0.0053
1115, 3164, 3576, True, 474.0000, 0.9615, 0.8306, 24.5666, 88.0833, 188.0000, 179.3816, 0.0000
1116, 3166, 4316, False, 357.0000, 0.9701, 0.3799, 21.3201, 68.5269, 103.0000, 89.9751, 0.0000
1117, 3213, 5400, False, 9608.0000, 0.9685, 0.6493, 110.6042, 385.4630, 21.0000, 13.2106, 0.0000
1118, 3215, 11132, False, 5260.0000, 0.8999, 0.9251, 81.8367, 337.1615, 20.0000, 16.8119, 0.0000
1119, 3194, 1567, False, 3208.0000, 0.9780, 0.6967, 63.9105, 217.3797, 70.0000, 63.1946, 0.0001
1120, 3171, 3507, True, 281.0000, 0.9065, 0.8116, 18.9151, 74.8051, 190.0000, 181.2383, 0.0019
1121, 3206, 3572, True, 1606.0000, 0.8952, 0.9736, 45.2197, 222.4092, 188.0000, 179.6020, 0.0000
1122, 3189, 3696, True, 1578.0000, 0.9348, 0.9478, 44.8238, 182.3087, 183.0000, 175.1036, 0.0000
1123, 3183, 1105, False, 835.0000, 0.9812, 0.5535, 32.6061, 107.1543, 59.0000, 56.2535, 0.0000
1124, 3186, 3369, True, 1046.0000, 0.9685, 0.7482, 36.4940, 127.9828, 186.0000, 178.2288, 0.0000
1125, 3226, 9729, False, 6435.0000, 0.9880, 0.8296, 90.5168, 318.2498, 29.0000, 24.8754, 0.0013
1126, 3275, 6799, False, 16234.0000, 0.9836, 0.8785, 143.7699, 531.2031, 36.0000, 26.1466, 0.0000
1127, 3207, 11067, False, 3262.0000, 0.9107, 0.7830, 64.4462, 242.5097, 20.0000, 16.5760, 0.0000
1128, 3219, 3527, True, 1875.0000, 0.9710, 0.8845, 48.8603, 182.6102, 185.0000, 176.8475, 0.0000
1129, 3195, 3660, True, 527.0000, 0.9723, 0.2660, 25.9036, 86.9117, 187.0000, 178.8125, 0.0000
1130, 3209, 1145, False, 718.0000, 0.9410, 0.9009, 30.2355, 116.0833, 59.0000, 56.2326, 0.0000
1131, 3207, 3789, True, 731.0000, 0.9812, 0.5547, 30.5080, 101.9828, 183.0000, 173.9238, 0.0000
1132, 3392, 4142, False, 61057.0000, 0.9189, 0.8538, 278.8193, 1229.4428, 131.0000, 35.6368, 0.0424
1133, 3226, 3810, True, 1290.0000, 0.9104, 0.9183, 40.5275, 164.7523, 175.0000, 166.2548, 0.0000
1134, 3224, 3735, True, 855.0000, 0.9727, 0.8313, 32.9942, 116.5685, 184.0000, 175.8999, 0.0000
1135, 3289, 9337, False, 19275.0000, 0.9302, 0.4887, 156.6579, 741.0681, 43.0000, 30.8336, 0.0000
1136, 3233, 3669, True, 1834.0000, 0.9787, 0.7262, 48.3231, 166.7107, 183.0000, 174.6217, 0.0000
1137, 3311, 4416, False, 27494.0000, 0.9094, 0.7925, 187.1001, 860.6072, 92.0000, 51.1917, 0.0000
1138, 3229, 3456, True, 807.0000, 0.9711, 0.8514, 32.0547, 115.2548, 185.0000, 178.0311, 0.0000
1139, 3300, 9667, False, 11259.0000, 0.9827, 0.8265, 119.7305, 422.9188, 31.0000, 25.7317, 0.0000
1140, 3248, 9202, False, 1394.0000, 0.9081, 0.8207, 42.1295, 161.9828, 45.0000, 37.3498, 0.0000
1141, 3321, 11174, False, 12070.0000, 0.9425, 0.8920, 123.9677, 491.2031, 23.0000, 18.8125, 0.0000
1142, 3244, 3866, False, 1642.0000, 0.9087, 0.8064, 45.7237, 173.3381, 169.0000, 159.7423, 0.0000
1143, 3244, 1088, False, 749.0000, 0.9727, 0.7788, 30.8813, 104.6690, 57.0000, 54.3071, 0.0000
1144, 3273, 3560, True, 1480.0000, 0.8943, 0.9599, 43.4096, 195.1960, 183.0000, 174.8498, 0.0000
1145, 3260, 1849, False, 1251.0000, 0.9601, 0.9225, 39.9102, 155.5391, 58.0000, 52.8727, 0.0000
1146, 3288, 8965, False, 1657.0000, 0.9584, 0.9758, 45.9321, 230.3675, 49.0000, 39.7985, 0.0000
1147, 3292, 3715, True, 3739.0000, 0.9278, 0.9211, 68.9974, 292.3503, 174.0000, 159.9531, 0.0000
1148, 3354, 4750, False, 26111.0000, 0.9450, 0.6213, 182.3336, 687.5118, 52.0000, 29.0386, 0.0000
1149, 3460, 8837, False, 17146.0000, 0.7439, 0.9959, 147.7531, 1192.4722, 57.0000, 40.1754, 0.0000
1150, 3272, 3639, True, 908.0000, 0.9774, 0.7885, 34.0015, 118.5685, 179.0000, 172.0466, 0.0000
1151, 3289, 3442, True, 2248.0000, 0.9698, 0.8617, 53.4999, 198.7523, 176.0000, 166.6878, 0.0000
1152, 3308, 3540, True, 1913.0000, 0.8943, 0.9854, 49.3529, 256.0244, 175.0000, 166.5615, 0.0000
1153, 3273, 3748, True, 742.0000, 0.9738, 0.8751, 30.7367, 111.7401, 173.0000, 164.2851, 0.0000
1154, 3267, 4625, False, 332.0000, 0.9679, 0.7823, 20.5600, 71.1127, 54.0000, 41.3934, 0.1295
1155, 3302, 11377, False, 3807.0000, 0.9604, 0.6498, 69.6220, 242.3503, 21.0000, 17.8787, 0.0000
1156, 3348, 2235, False, 6985.0000, 0.9182, 0.9655, 94.3058, 424.0071, 37.0000, 28.0713, 0.0000
1157, 3382, 9976, False, 16548.0000, 0.9547, 0.9242, 145.1536, 574.7178, 20.0000, 15.7671, 0.0000
1158, 3309, 3987, False, 5689.0000, 0.9521, 0.6227, 85.1085, 306.8944, 155.0000, 135.9253, 0.0000
1159, 3507, 9232, False, 72792.0000, 0.8075, 0.8769, 304.4366, 1978.8013, 47.0000, 11.0427, 0.0103
1160, 3287, 3484, True, 299.0000, 0.9403, 0.9001, 19.5115, 72.2843, 176.0000, 167.8586, 0.0000
1161, 3293, 3887, False, 809.0000, 0.9495, 0.7739, 32.0944, 114.5685, 162.0000, 152.9800, 0.0000
1162, 3443, 5075, False, 78628.0000, 0.9921, 0.6607, 316.4052, 1088.2468, 39.0000, 9.8588, 0.0000
1163, 3300, 3689, True, 372.0000, 0.9394, 0.9365, 21.7634, 87.1127, 174.0000, 165.7280, 0.0000
1164, 3396, 6865, False, 4339.0000, 0.8113, 0.9882, 74.3276, 450.9361, 43.0000, 34.5890, 0.0000
1165, 3306, 3666, True, 553.0000, 0.9685, 0.6563, 26.5349, 88.4264, 176.0000, 168.1996, 0.0000
1166, 3323, 8774, False, 1129.0000, 0.9625, 0.3066, 37.9142, 133.5391, 47.0000, 37.0500, 0.0000
1167, 3337, 3575, True, 891.0000, 0.8892, 0.9685, 33.6817, 148.9117, 170.0000, 163.4019, 0.0000
1168, 3390, 1923, False, 21066.0000, 0.8763, 0.8190, 163.7744, 639.3280, 45.0000, 28.5596, 0.0000
1169, 3334, 3489, True, 400.0000, 0.9434, 0.8738, 22.5676, 84.7696, 171.0000, 163.4752, 0.0000
1170, 3700, 1753, False, 122725.0000, 0.7140, 0.9005, 395.2952, 3075.9314, 31.0000, 2.8703, 0.0511
